event_time,event_type,user_id
2019-10-01 00:00:46+00:00,view,555446365
2019-10-01 00:00:46+00:00,view,519885473
2019-10-01 00:00:50+00:00,view,525734504
2019-10-01 00:00:50+00:00,view,555447577
2019-10-01 00:00:50+00:00,view,529755884
2019-10-01 00:00:50+00:00,view,542378517
2019-10-01 00:00:51+00:00,view,555217733
2019-10-01 00:00:55+00:00,view,512558158
2019-10-01 00:00:56+00:00,view,541366014
2019-10-01 00:00:57+00:00,view,555447651
2019-10-01 00:00:57+00:00,view,543427258
2019-10-01 00:00:58+00:00,view,514808401
2019-10-01 00:01:00+00:00,view,555444559
2019-10-01 00:01:00+00:00,view,515342595
2019-10-01 00:01:00+00:00,view,523239174
2019-10-01 00:01:02+00:00,view,555217733
2019-10-01 00:01:02+00:00,view,514080443
2019-10-01 00:01:04+00:00,view,516489361
2019-10-01 00:01:05+00:00,view,550050854
2019-10-01 00:01:06+00:00,view,542378517
2019-10-01 00:01:06+00:00,view,555447788
2019-10-01 00:01:07+00:00,view,515630204
2019-10-01 00:01:08+00:00,view,512558158
2019-10-01 00:01:09+00:00,view,519107250
2019-10-01 00:01:10+00:00,view,519885473
2019-10-01 00:01:11+00:00,view,546259103
2019-10-01 00:01:12+00:00,view,525856698
2019-10-01 00:01:14+00:00,view,512558158
2019-10-01 00:01:14+00:00,view,513696314
2019-10-01 00:01:15+00:00,view,537918940
2019-10-01 00:01:16+00:00,view,550859983
2019-10-01 00:01:17+00:00,view,513642368
2019-10-01 00:01:17+00:00,view,515757896
2019-10-01 00:01:21+00:00,view,555447570
2019-10-01 00:01:23+00:00,view,514080443
2019-10-01 00:01:24+00:00,view,539512263
2019-10-01 00:01:24+00:00,view,514336739
2019-10-01 00:01:25+00:00,view,554748717
2019-10-01 00:01:26+00:00,view,519107250
2019-10-01 00:01:27+00:00,view,539194858
2019-10-01 00:01:28+00:00,view,544648245
2019-10-01 00:01:28+00:00,view,531646433
2019-10-01 00:01:29+00:00,view,515511944
2019-10-01 00:01:29+00:00,view,538491186
2019-10-01 00:01:30+00:00,view,555444559
2019-10-01 00:01:30+00:00,view,552783882
2019-10-01 00:01:30+00:00,view,514218020
2019-10-01 00:01:31+00:00,view,555447493
2019-10-01 00:01:31+00:00,view,513664804
2019-10-01 00:01:32+00:00,view,543427258
2019-10-01 00:01:33+00:00,view,537918940
2019-10-01 00:01:33+00:00,view,512742880
2019-10-01 00:01:34+00:00,view,512796782
2019-10-01 00:01:35+00:00,view,518553316
2019-10-01 00:01:36+00:00,view,546089729
2019-10-01 00:01:36+00:00,view,555357251
2019-10-01 00:01:39+00:00,view,546259103
2019-10-01 00:01:39+00:00,view,554610163
2019-10-01 00:01:39+00:00,view,512946118
2019-10-01 00:01:39+00:00,view,513758741
2019-10-01 00:01:40+00:00,view,515630204
2019-10-01 00:01:41+00:00,view,516489361
2019-10-01 00:01:42+00:00,view,550050854
2019-10-01 00:01:42+00:00,view,513457407
2019-10-01 00:01:43+00:00,view,554190174
2019-10-01 00:01:43+00:00,view,515342595
2019-10-01 00:01:44+00:00,view,514336739
2019-10-01 00:01:44+00:00,view,514218020
2019-10-01 00:01:45+00:00,view,551377651
2019-10-01 00:01:45+00:00,view,555217733
2019-10-01 00:01:46+00:00,view,543272936
2019-10-01 00:01:47+00:00,view,537918940
2019-10-01 00:01:47+00:00,view,512742880
2019-10-01 00:01:48+00:00,view,512946118
2019-10-01 00:01:48+00:00,view,535055930
2019-10-01 00:01:50+00:00,view,555447570
2019-10-01 00:01:50+00:00,view,548449430
2019-10-01 00:01:51+00:00,view,515342595
2019-10-01 00:01:51+00:00,view,555447228
2019-10-01 00:01:52+00:00,view,512539408
2019-10-01 00:01:53+00:00,view,554754045
2019-10-01 00:01:54+00:00,view,551417808
2019-10-01 00:01:58+00:00,view,519885473
2019-10-01 00:01:59+00:00,view,513457407
2019-10-01 00:01:59+00:00,view,516896785
2019-10-01 00:02:01+00:00,view,514218020
2019-10-01 00:02:02+00:00,view,552783882
2019-10-01 00:02:02+00:00,view,512539408
2019-10-01 00:02:03+00:00,view,515630204
2019-10-01 00:02:04+00:00,view,544648245
2019-10-01 00:02:04+00:00,view,512796782
2019-10-01 00:02:05+00:00,view,555447748
2019-10-01 00:02:06+00:00,view,555447884
2019-10-01 00:02:08+00:00,view,551377651
2019-10-01 00:02:08+00:00,view,512946118
2019-10-01 00:02:09+00:00,view,548449430
2019-10-01 00:02:10+00:00,view,513457407
2019-10-01 00:02:11+00:00,view,514805015
2019-10-01 00:02:12+00:00,view,533205672
2019-10-01 00:02:12+00:00,view,515755304
2019-10-01 00:02:12+00:00,view,518553316
2019-10-01 00:02:13+00:00,view,515535834
2019-10-01 00:02:14+00:00,view,514218020
2019-10-01 00:02:14+00:00,purchase,543272936
2019-10-01 00:02:15+00:00,view,551417808
2019-10-01 00:02:16+00:00,view,555446365
2019-10-01 00:02:16+00:00,view,514808401
2019-10-01 00:02:16+00:00,view,550050854
2019-10-01 00:02:17+00:00,view,525767277
2019-10-01 00:02:19+00:00,view,555306597
2019-10-01 00:02:19+00:00,view,518553316
2019-10-01 00:02:19+00:00,view,554754045
2019-10-01 00:02:19+00:00,view,513696314
2019-10-01 00:02:20+00:00,view,514218020
2019-10-01 00:02:21+00:00,view,539194858
2019-10-01 00:02:22+00:00,view,550624133
2019-10-01 00:02:23+00:00,view,548449430
2019-10-01 00:02:23+00:00,view,525856698
2019-10-01 00:02:23+00:00,view,523239174
2019-10-01 00:02:24+00:00,view,538491186
2019-10-01 00:02:24+00:00,view,555447922
2019-10-01 00:02:24+00:00,view,518553316
2019-10-01 00:02:26+00:00,view,550429638
2019-10-01 00:02:27+00:00,view,544648245
2019-10-01 00:02:27+00:00,view,518553316
2019-10-01 00:02:28+00:00,view,517062545
2019-10-01 00:02:30+00:00,view,525856698
2019-10-01 00:02:32+00:00,view,512946118
2019-10-01 00:02:32+00:00,view,539979421
2019-10-01 00:02:33+00:00,view,531750153
2019-10-01 00:02:33+00:00,view,514933060
2019-10-01 00:02:34+00:00,view,552552067
2019-10-01 00:02:37+00:00,view,513840435
2019-10-01 00:02:38+00:00,view,550624133
2019-10-01 00:02:38+00:00,view,545323115
2019-10-01 00:02:40+00:00,view,514933060
2019-10-01 00:02:41+00:00,view,522806189
2019-10-01 00:02:41+00:00,view,514218020
2019-10-01 00:02:44+00:00,view,544648245
2019-10-01 00:02:46+00:00,view,550050854
2019-10-01 00:02:46+00:00,view,515744951
2019-10-01 00:02:47+00:00,view,551377651
2019-10-01 00:02:48+00:00,view,543272936
2019-10-01 00:02:50+00:00,view,539194858
2019-10-01 00:02:50+00:00,view,518553316
2019-10-01 00:02:50+00:00,view,555447570
2019-10-01 00:02:51+00:00,view,518471395
2019-10-01 00:02:51+00:00,view,521149112
2019-10-01 00:02:51+00:00,view,512656281
2019-10-01 00:02:53+00:00,view,518462319
2019-10-01 00:02:53+00:00,view,552469659
2019-10-01 00:02:54+00:00,view,546259103
2019-10-01 00:02:55+00:00,view,513275557
2019-10-01 00:02:55+00:00,view,516461845
2019-10-01 00:02:56+00:00,view,516838506
2019-10-01 00:02:57+00:00,view,512796782
2019-10-01 00:02:58+00:00,view,512742880
2019-10-01 00:02:59+00:00,view,538491186
2019-10-01 00:02:59+00:00,view,533205672
2019-10-01 00:03:02+00:00,view,543272936
2019-10-01 00:03:03+00:00,view,524983977
2019-10-01 00:03:05+00:00,view,545323115
2019-10-01 00:03:05+00:00,view,544648245
2019-10-01 00:03:05+00:00,view,550859983
2019-10-01 00:03:07+00:00,view,512723795
2019-10-01 00:03:07+00:00,view,519528062
2019-10-01 00:03:09+00:00,view,515630204
2019-10-01 00:03:11+00:00,view,538491186
2019-10-01 00:03:12+00:00,view,555447570
2019-10-01 00:03:13+00:00,view,522832272
2019-10-01 00:03:14+00:00,view,555306597
2019-10-01 00:03:15+00:00,view,515547943
2019-10-01 00:03:15+00:00,view,555447748
2019-10-01 00:03:15+00:00,view,525087736
2019-10-01 00:03:16+00:00,view,539538500
2019-10-01 00:03:17+00:00,view,550050854
2019-10-01 00:03:18+00:00,view,525734504
2019-10-01 00:03:19+00:00,view,554151503
2019-10-01 00:03:20+00:00,view,519107250
2019-10-01 00:03:21+00:00,view,555447228
2019-10-01 00:03:22+00:00,view,517062545
2019-10-01 00:03:23+00:00,view,522806189
2019-10-01 00:03:26+00:00,view,515755304
2019-10-01 00:03:26+00:00,view,538491186
2019-10-01 00:03:26+00:00,view,552795065
2019-10-01 00:03:26+00:00,view,552795065
2019-10-01 00:03:29+00:00,view,547041231
2019-10-01 00:03:30+00:00,view,515630204
2019-10-01 00:03:32+00:00,view,544648245
2019-10-01 00:03:32+00:00,view,554193409
2019-10-01 00:03:33+00:00,view,514218020
2019-10-01 00:03:33+00:00,view,512723795
2019-10-01 00:03:34+00:00,view,512742880
2019-10-01 00:03:35+00:00,view,519829701
2019-10-01 00:03:36+00:00,view,548607338
2019-10-01 00:03:37+00:00,view,550429638
2019-10-01 00:03:38+00:00,view,552584835
2019-10-01 00:03:39+00:00,view,533205672
2019-10-01 00:03:41+00:00,view,550474592
2019-10-01 00:03:42+00:00,view,554190174
2019-10-01 00:03:44+00:00,view,555446365
2019-10-01 00:03:44+00:00,view,552795065
2019-10-01 00:03:45+00:00,view,519107250
2019-10-01 00:03:45+00:00,view,538491186
2019-10-01 00:03:46+00:00,view,522806189
2019-10-01 00:03:46+00:00,view,552985520
2019-10-01 00:03:46+00:00,view,513275557
2019-10-01 00:03:47+00:00,view,515342595
2019-10-01 00:03:48+00:00,view,525856698
2019-10-01 00:03:49+00:00,view,518060648
2019-10-01 00:03:51+00:00,view,555447788
2019-10-01 00:03:53+00:00,view,533205672
2019-10-01 00:03:57+00:00,view,555446365
2019-10-01 00:03:58+00:00,view,529755884
2019-10-01 00:03:58+00:00,view,515342595
2019-10-01 00:03:58+00:00,view,539979421
2019-10-01 00:03:58+00:00,view,519194796
2019-10-01 00:03:59+00:00,view,512602434
2019-10-01 00:04:00+00:00,view,533205672
2019-10-01 00:04:00+00:00,view,555446365
2019-10-01 00:04:01+00:00,view,547290577
2019-10-01 00:04:02+00:00,view,514591159
2019-10-01 00:04:03+00:00,view,513840435
2019-10-01 00:04:04+00:00,view,515630204
2019-10-01 00:04:06+00:00,view,522806189
2019-10-01 00:04:07+00:00,view,525734504
2019-10-01 00:04:10+00:00,view,533205672
2019-10-01 00:04:11+00:00,view,515630204
2019-10-01 00:04:11+00:00,view,516896785
2019-10-01 00:04:11+00:00,view,521149112
2019-10-01 00:04:13+00:00,view,519107250
2019-10-01 00:04:14+00:00,view,512602434
2019-10-01 00:04:16+00:00,view,550429638
2019-10-01 00:04:17+00:00,view,539194858
2019-10-01 00:04:18+00:00,view,552584835
2019-10-01 00:04:18+00:00,view,516896785
2019-10-01 00:04:21+00:00,view,522806189
2019-10-01 00:04:22+00:00,view,555447570
2019-10-01 00:04:23+00:00,view,515630204
2019-10-01 00:04:24+00:00,view,538491186
2019-10-01 00:04:24+00:00,view,519791231
2019-10-01 00:04:27+00:00,view,550859983
2019-10-01 00:04:28+00:00,view,535977220
2019-10-01 00:04:30+00:00,view,519107250
2019-10-01 00:04:32+00:00,view,539979421
2019-10-01 00:04:32+00:00,view,550429638
2019-10-01 00:04:34+00:00,view,502372361
2019-10-01 00:04:35+00:00,view,552783882
2019-10-01 00:04:36+00:00,view,515630204
2019-10-01 00:04:37+00:00,purchase,551377651
2019-10-01 00:04:37+00:00,view,520775875
2019-10-01 00:04:41+00:00,view,513840435
2019-10-01 00:04:43+00:00,view,513231972
2019-10-01 00:04:43+00:00,view,519528062
2019-10-01 00:04:45+00:00,view,513881159
2019-10-01 00:04:46+00:00,view,552985520
2019-10-01 00:04:47+00:00,view,550121407
2019-10-01 00:04:49+00:00,view,539194858
2019-10-01 00:04:51+00:00,view,552373753
2019-10-01 00:04:53+00:00,view,520002471
2019-10-01 00:04:54+00:00,view,555448033
2019-10-01 00:04:56+00:00,view,513173999
2019-10-01 00:04:58+00:00,view,523208885
2019-10-01 00:05:01+00:00,view,529755884
2019-10-01 00:05:03+00:00,view,513840435
2019-10-01 00:05:03+00:00,view,544648245
2019-10-01 00:05:06+00:00,view,515547943
2019-10-01 00:05:07+00:00,view,552795065
2019-10-01 00:05:10+00:00,view,525734504
2019-10-01 00:05:10+00:00,view,551377651
2019-10-01 00:05:13+00:00,view,502372361
2019-10-01 00:05:13+00:00,view,555447748
2019-10-01 00:05:14+00:00,cart,550121407
2019-10-01 00:05:15+00:00,view,523239174
2019-10-01 00:05:16+00:00,view,537858238
2019-10-01 00:05:17+00:00,view,555448236
2019-10-01 00:05:18+00:00,view,519194796
2019-10-01 00:05:19+00:00,view,533205672
2019-10-01 00:05:20+00:00,view,545463465
2019-10-01 00:05:21+00:00,view,525734504
2019-10-01 00:05:21+00:00,view,514731990
2019-10-01 00:05:21+00:00,view,530659801
2019-10-01 00:05:22+00:00,view,541414887
2019-10-01 00:05:22+00:00,view,545463465
2019-10-01 00:05:23+00:00,view,521016406
2019-10-01 00:05:28+00:00,view,522487767
2019-10-01 00:05:29+00:00,view,519107250
2019-10-01 00:05:29+00:00,view,550121407
2019-10-01 00:05:31+00:00,view,519194796
2019-10-01 00:05:33+00:00,view,519791231
2019-10-01 00:05:33+00:00,view,523239174
2019-10-01 00:05:35+00:00,view,513881159
2019-10-01 00:05:36+00:00,view,555444779
2019-10-01 00:05:36+00:00,view,513917244
2019-10-01 00:05:37+00:00,view,514218020
2019-10-01 00:05:38+00:00,view,539194858
2019-10-01 00:05:39+00:00,view,555446365
2019-10-01 00:05:39+00:00,view,544873648
2019-10-01 00:05:41+00:00,view,520575653
2019-10-01 00:05:41+00:00,view,553638632
2019-10-01 00:05:41+00:00,view,523208885
2019-10-01 00:05:42+00:00,view,513840435
2019-10-01 00:05:43+00:00,view,552783882
2019-10-01 00:05:46+00:00,view,551377651
2019-10-01 00:05:48+00:00,view,521149112
2019-10-01 00:05:48+00:00,view,514218020
2019-10-01 00:05:48+00:00,view,544647372
2019-10-01 00:05:49+00:00,view,555444779
2019-10-01 00:05:50+00:00,view,519107250
2019-10-01 00:05:51+00:00,view,515547943
2019-10-01 00:05:51+00:00,view,553937622
2019-10-01 00:05:51+00:00,view,555448295
2019-10-01 00:05:53+00:00,view,518553316
2019-10-01 00:05:53+00:00,view,533940457
2019-10-01 00:05:55+00:00,view,514218020
2019-10-01 00:05:55+00:00,view,555448302
2019-10-01 00:05:56+00:00,view,519107250
2019-10-01 00:05:59+00:00,view,553638632
2019-10-01 00:06:00+00:00,view,555332717
2019-10-01 00:06:02+00:00,view,539194858
2019-10-01 00:06:02+00:00,purchase,514591159
2019-10-01 00:06:02+00:00,view,514336739
2019-10-01 00:06:03+00:00,view,513573912
2019-10-01 00:06:04+00:00,view,514218020
2019-10-01 00:06:07+00:00,view,551377651
2019-10-01 00:06:07+00:00,view,553365818
2019-10-01 00:06:07+00:00,view,512533331
2019-10-01 00:06:08+00:00,view,547290577
2019-10-01 00:06:08+00:00,view,529755884
2019-10-01 00:06:11+00:00,view,519791231
2019-10-01 00:06:13+00:00,view,518090724
2019-10-01 00:06:13+00:00,view,545463465
2019-10-01 00:06:14+00:00,view,512533331
2019-10-01 00:06:16+00:00,view,550859983
2019-10-01 00:06:16+00:00,view,555373493
2019-10-01 00:06:18+00:00,view,544873648
2019-10-01 00:06:19+00:00,view,533940457
2019-10-01 00:06:19+00:00,view,530659801
2019-10-01 00:06:20+00:00,view,545463465
2019-10-01 00:06:20+00:00,view,519528062
2019-10-01 00:06:25+00:00,view,555448298
2019-10-01 00:06:25+00:00,view,519528062
2019-10-01 00:06:25+00:00,view,516896785
2019-10-01 00:06:26+00:00,view,521149112
2019-10-01 00:06:27+00:00,view,519194796
2019-10-01 00:06:27+00:00,view,519107250
2019-10-01 00:06:28+00:00,view,529755884
2019-10-01 00:06:30+00:00,view,513188795
2019-10-01 00:06:30+00:00,view,521016406
2019-10-01 00:06:31+00:00,view,524601178
2019-10-01 00:06:32+00:00,view,522453283
2019-10-01 00:06:32+00:00,view,520775875
2019-10-01 00:06:34+00:00,view,520575653
2019-10-01 00:06:36+00:00,view,549873631
2019-10-01 00:06:38+00:00,view,515454339
2019-10-01 00:06:39+00:00,view,515547943
2019-10-01 00:06:40+00:00,view,522487767
2019-10-01 00:06:42+00:00,view,530659801
2019-10-01 00:06:42+00:00,view,555446365
2019-10-01 00:06:45+00:00,view,513840435
2019-10-01 00:06:46+00:00,view,552985520
2019-10-01 00:06:47+00:00,view,521016406
2019-10-01 00:06:47+00:00,view,534574204
2019-10-01 00:06:49+00:00,view,538491186
2019-10-01 00:06:50+00:00,view,515483851
2019-10-01 00:06:50+00:00,view,555448298
2019-10-01 00:06:50+00:00,view,553937622
2019-10-01 00:06:50+00:00,view,555447570
2019-10-01 00:06:52+00:00,view,518171610
2019-10-01 00:06:52+00:00,view,555448105
2019-10-01 00:06:53+00:00,view,555445029
2019-10-01 00:06:54+00:00,view,515433316
2019-10-01 00:06:54+00:00,view,523208885
2019-10-01 00:06:54+00:00,view,530239208
2019-10-01 00:06:58+00:00,view,514805015
2019-10-01 00:07:02+00:00,view,553079594
2019-10-01 00:07:02+00:00,view,549741048
2019-10-01 00:07:03+00:00,view,541290249
2019-10-01 00:07:03+00:00,view,519107250
2019-10-01 00:07:03+00:00,view,515483851
2019-10-01 00:07:04+00:00,view,515433316
2019-10-01 00:07:05+00:00,view,521016406
2019-10-01 00:07:06+00:00,view,520575653
2019-10-01 00:07:07+00:00,purchase,555332717
2019-10-01 00:07:07+00:00,view,547290577
2019-10-01 00:07:08+00:00,view,530659801
2019-10-01 00:07:10+00:00,view,513205415
2019-10-01 00:07:10+00:00,view,534574204
2019-10-01 00:07:11+00:00,view,555448033
2019-10-01 00:07:11+00:00,view,545323115
2019-10-01 00:07:11+00:00,view,549914661
2019-10-01 00:07:13+00:00,view,547949682
2019-10-01 00:07:16+00:00,view,554255295
2019-10-01 00:07:21+00:00,view,525734504
2019-10-01 00:07:23+00:00,view,513993300
2019-10-01 00:07:24+00:00,view,515547943
2019-10-01 00:07:24+00:00,view,513881159
2019-10-01 00:07:27+00:00,view,515342595
2019-10-01 00:07:28+00:00,view,555445029
2019-10-01 00:07:29+00:00,view,521149112
2019-10-01 00:07:29+00:00,view,474832046
2019-10-01 00:07:31+00:00,view,534574204
2019-10-01 00:07:33+00:00,view,518174189
2019-10-01 00:07:34+00:00,view,546407483
2019-10-01 00:07:34+00:00,view,530659801
2019-10-01 00:07:34+00:00,view,523208885
2019-10-01 00:07:35+00:00,view,550859983
2019-10-01 00:07:36+00:00,view,555448105
2019-10-01 00:07:38+00:00,view,551125341
2019-10-01 00:07:41+00:00,view,514018346
2019-10-01 00:07:43+00:00,view,527776076
2019-10-01 00:07:44+00:00,view,513993300
2019-10-01 00:07:44+00:00,view,514892181
2019-10-01 00:07:45+00:00,view,541414887
2019-10-01 00:07:45+00:00,view,555445029
2019-10-01 00:07:46+00:00,view,512533331
2019-10-01 00:07:48+00:00,view,554255295
2019-10-01 00:07:48+00:00,view,554754531
2019-10-01 00:07:50+00:00,view,516489361
2019-10-01 00:07:50+00:00,view,549741048
2019-10-01 00:07:51+00:00,view,519885473
2019-10-01 00:07:52+00:00,view,513881159
2019-10-01 00:07:55+00:00,view,541414887
2019-10-01 00:07:55+00:00,view,548607338
2019-10-01 00:07:55+00:00,view,514336739
2019-10-01 00:07:59+00:00,view,515483851
2019-10-01 00:08:01+00:00,view,542418394
2019-10-01 00:08:03+00:00,view,555447748
2019-10-01 00:08:04+00:00,view,551125341
2019-10-01 00:08:04+00:00,view,554754531
2019-10-01 00:08:07+00:00,view,536517962
2019-10-01 00:08:13+00:00,view,519885473
2019-10-01 00:08:13+00:00,view,530239208
2019-10-01 00:08:14+00:00,view,515342595
2019-10-01 00:08:17+00:00,view,521016406
2019-10-01 00:08:18+00:00,view,519194796
2019-10-01 00:08:22+00:00,view,548607338
2019-10-01 00:08:22+00:00,view,514336739
2019-10-01 00:08:22+00:00,view,512637377
2019-10-01 00:08:22+00:00,view,548691404
2019-10-01 00:08:23+00:00,view,530659801
2019-10-01 00:08:24+00:00,view,515483851
2019-10-01 00:08:24+00:00,view,548911890
2019-10-01 00:08:27+00:00,view,554935393
2019-10-01 00:08:28+00:00,view,551563536
2019-10-01 00:08:30+00:00,view,521149112
2019-10-01 00:08:31+00:00,view,541414887
2019-10-01 00:08:31+00:00,view,519885473
2019-10-01 00:08:31+00:00,view,545196189
2019-10-01 00:08:32+00:00,view,551125341
2019-10-01 00:08:33+00:00,view,527776076
2019-10-01 00:08:33+00:00,view,534574204
2019-10-01 00:08:35+00:00,view,555448677
2019-10-01 00:08:35+00:00,view,521016406
2019-10-01 00:08:35+00:00,view,520575653
2019-10-01 00:08:36+00:00,view,552783882
2019-10-01 00:08:40+00:00,view,544413201
2019-10-01 00:08:40+00:00,view,513614895
2019-10-01 00:08:44+00:00,view,513881159
2019-10-01 00:08:44+00:00,view,554721115
2019-10-01 00:08:46+00:00,view,551563536
2019-10-01 00:08:46+00:00,view,521149112
2019-10-01 00:08:48+00:00,view,518174189
2019-10-01 00:08:50+00:00,view,524325294
2019-10-01 00:08:51+00:00,view,551563536
2019-10-01 00:08:52+00:00,view,519194796
2019-10-01 00:08:52+00:00,view,548607338
2019-10-01 00:08:52+00:00,view,548691404
2019-10-01 00:08:52+00:00,view,513993300
2019-10-01 00:08:53+00:00,view,534574204
2019-10-01 00:08:53+00:00,view,555448686
2019-10-01 00:08:53+00:00,view,551377651
2019-10-01 00:08:55+00:00,view,554240006
2019-10-01 00:08:57+00:00,view,513413322
2019-10-01 00:08:58+00:00,view,530659801
2019-10-01 00:08:58+00:00,view,518090724
2019-10-01 00:08:59+00:00,view,548691404
2019-10-01 00:08:59+00:00,view,513231972
2019-10-01 00:09:01+00:00,view,543624132
2019-10-01 00:09:03+00:00,view,555447748
2019-10-01 00:09:04+00:00,view,522487767
2019-10-01 00:09:04+00:00,view,514081156
2019-10-01 00:09:05+00:00,view,548691404
2019-10-01 00:09:07+00:00,view,555445029
2019-10-01 00:09:11+00:00,view,551563536
2019-10-01 00:09:11+00:00,view,553420432
2019-10-01 00:09:13+00:00,view,555445029
2019-10-01 00:09:13+00:00,view,555448601
2019-10-01 00:09:14+00:00,view,512800119
2019-10-01 00:09:15+00:00,view,555448675
2019-10-01 00:09:15+00:00,view,551748159
2019-10-01 00:09:15+00:00,view,512656281
2019-10-01 00:09:15+00:00,view,520775875
2019-10-01 00:09:16+00:00,view,553937622
2019-10-01 00:09:16+00:00,view,551125341
2019-10-01 00:09:16+00:00,view,554749645
2019-10-01 00:09:18+00:00,view,555445029
2019-10-01 00:09:18+00:00,view,553079594
2019-10-01 00:09:19+00:00,view,548691404
2019-10-01 00:09:19+00:00,view,527776076
2019-10-01 00:09:20+00:00,view,551125341
2019-10-01 00:09:21+00:00,view,512800119
2019-10-01 00:09:21+00:00,view,555447570
2019-10-01 00:09:22+00:00,view,548607338
2019-10-01 00:09:22+00:00,view,554242017
2019-10-01 00:09:22+00:00,view,553420432
2019-10-01 00:09:22+00:00,view,548911890
2019-10-01 00:09:22+00:00,view,519650915
2019-10-01 00:09:23+00:00,view,513781008
2019-10-01 00:09:24+00:00,view,520572421
2019-10-01 00:09:24+00:00,view,551377651
2019-10-01 00:09:24+00:00,view,554499880
2019-10-01 00:09:25+00:00,view,551563536
2019-10-01 00:09:25+00:00,view,555448601
2019-10-01 00:09:25+00:00,view,527578593
2019-10-01 00:09:26+00:00,purchase,524601178
2019-10-01 00:09:27+00:00,view,521149112
2019-10-01 00:09:27+00:00,view,552783882
2019-10-01 00:09:28+00:00,view,520575653
2019-10-01 00:09:28+00:00,view,555448105
2019-10-01 00:09:28+00:00,view,515547943
2019-10-01 00:09:29+00:00,view,513881159
2019-10-01 00:09:30+00:00,view,548451502
2019-10-01 00:09:30+00:00,view,513347345
2019-10-01 00:09:33+00:00,cart,524325294
2019-10-01 00:09:33+00:00,view,512800119
2019-10-01 00:09:34+00:00,view,553079594
2019-10-01 00:09:34+00:00,view,530839091
2019-10-01 00:09:34+00:00,view,542418394
2019-10-01 00:09:38+00:00,view,519194796
2019-10-01 00:09:43+00:00,view,515483851
2019-10-01 00:09:43+00:00,view,551563536
2019-10-01 00:09:43+00:00,view,540148826
2019-10-01 00:09:43+00:00,view,551258664
2019-10-01 00:09:44+00:00,view,555448573
2019-10-01 00:09:45+00:00,view,513659224
2019-10-01 00:09:46+00:00,view,555448675
2019-10-01 00:09:47+00:00,view,552783882
2019-10-01 00:09:47+00:00,view,555445029
2019-10-01 00:09:47+00:00,view,525734504
2019-10-01 00:09:49+00:00,view,523363731
2019-10-01 00:09:51+00:00,view,555448601
2019-10-01 00:09:53+00:00,view,527578593
2019-10-01 00:09:53+00:00,view,519885473
2019-10-01 00:09:54+00:00,purchase,551377651
2019-10-01 00:09:54+00:00,view,524601178
2019-10-01 00:09:54+00:00,view,513347345
2019-10-01 00:09:55+00:00,view,548911890
